epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
55,12191.7,0.35104,0.21465,0.0347,0.23994,0.82485,0.99986,0.99568,0.995,0.97311,0.99941,0.99594,0.995,0.99183,0.21629,0.057,0.00154,0.14989,0.78642,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,12377,0.35335,0.21996,0.03443,0.23984,0.82642,0.99988,0.99568,0.995,0.97209,0.99921,0.99625,0.995,0.99183,0.21587,0.05675,0.0015,0.14954,0.78632,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,12563.1,0.34917,0.21237,0.03375,0.23887,0.82627,0.9998,0.99567,0.995,0.97316,0.99954,0.99608,0.995,0.99183,0.21528,0.05655,0.00147,0.14888,0.78621,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,12747.7,0.34767,0.2093,0.03317,0.23616,0.82437,0.99941,0.99597,0.995,0.97318,0.99961,0.99616,0.995,0.99183,0.21478,0.05629,0.00146,0.14864,0.78606,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,12932.6,0.34683,0.20816,0.03358,0.23656,0.82464,0.99961,0.99615,0.995,0.97314,0.9998,0.99635,0.995,0.99183,0.21429,0.05618,0.00145,0.14819,0.78599,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,13117.3,0.34333,0.20669,0.03302,0.23411,0.82332,0.99961,0.9965,0.995,0.97319,0.9998,0.99669,0.995,0.99183,0.21367,0.05596,0.00143,0.14787,0.78576,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,13302.2,0.34109,0.20842,0.03297,0.23331,0.82336,0.99961,0.99659,0.995,0.97323,0.9998,0.99679,0.995,0.99182,0.21291,0.05569,0.00142,0.14766,0.78556,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,13488,0.33939,0.20389,0.03271,0.23192,0.82254,0.99955,0.99666,0.995,0.97331,0.99974,0.99686,0.995,0.99182,0.21251,0.05544,0.0014,0.14704,0.78548,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,13677.9,0.34014,0.20595,0.03186,0.23252,0.82479,0.99961,0.9964,0.995,0.97322,0.9998,0.9966,0.995,0.99182,0.21198,0.05528,0.00138,0.14683,0.78528,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,13862.2,0.33749,0.2012,0.0315,0.23118,0.82263,0.99961,0.99636,0.995,0.97327,0.9998,0.99656,0.995,0.99182,0.21161,0.05508,0.00136,0.14653,0.78518,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,14047.2,0.3338,0.19986,0.03164,0.22858,0.82267,0.99958,0.99647,0.995,0.97235,0.9998,0.99669,0.995,0.99182,0.21121,0.05492,0.00135,0.14613,0.78502,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,14232.5,0.33261,0.19637,0.03144,0.22745,0.82198,0.99946,0.99647,0.995,0.97429,0.9998,0.99681,0.995,0.99183,0.21073,0.05477,0.00133,0.14594,0.78489,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,14417.3,0.33008,0.19195,0.03041,0.22597,0.82028,0.99941,0.99666,0.995,0.97433,0.99961,0.99686,0.995,0.99183,0.21031,0.05477,0.00133,0.14589,0.78479,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,14602.3,0.32787,0.19271,0.03172,0.22541,0.82089,0.99941,0.99659,0.995,0.97435,0.99968,0.99686,0.995,0.99183,0.21004,0.05463,0.00132,0.1456,0.7847,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,14788.4,0.32761,0.19116,0.03106,0.22421,0.82133,0.99921,0.99662,0.995,0.97537,0.99945,0.99686,0.995,0.99184,0.20962,0.0545,0.00131,0.14559,0.78452,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,14973,0.32383,0.18636,0.03028,0.22298,0.81874,0.99921,0.99663,0.995,0.97541,0.99945,0.99686,0.995,0.99184,0.20913,0.05426,0.00131,0.14535,0.78437,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,15159.1,0.32306,0.18244,0.03003,0.22023,0.81916,0.99921,0.99665,0.995,0.97544,0.99943,0.99686,0.995,0.99184,0.20877,0.05415,0.0013,0.14498,0.78425,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,15343.1,0.32423,0.18575,0.03011,0.22275,0.81886,0.99921,0.99663,0.995,0.97453,0.99945,0.99686,0.995,0.99185,0.20852,0.05409,0.00129,0.14465,0.7842,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,15529.2,0.32061,0.18213,0.02944,0.21989,0.81752,0.99921,0.99659,0.995,0.97361,0.99949,0.99686,0.995,0.99185,0.20822,0.0538,0.00128,0.14433,0.78404,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,15713.2,0.32016,0.18391,0.02895,0.21856,0.8197,0.99924,0.99647,0.995,0.97548,0.99961,0.99684,0.995,0.99184,0.2078,0.05369,0.00126,0.14406,0.78392,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,15899,0.31599,0.17903,0.02917,0.2172,0.81776,0.99961,0.99661,0.995,0.97448,0.9998,0.99681,0.995,0.99184,0.20744,0.0536,0.00125,0.14355,0.78379,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,16084.5,0.31401,0.18178,0.02903,0.21589,0.81765,0.99961,0.9966,0.995,0.97456,0.9998,0.9968,0.995,0.99184,0.20704,0.05341,0.00124,0.14327,0.7836,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,16270.6,0.31267,0.17522,0.02874,0.21411,0.81671,0.99961,0.99658,0.995,0.97459,0.9998,0.99678,0.995,0.99184,0.20666,0.05323,0.00123,0.14315,0.78346,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,16458.2,0.31368,0.17961,0.02862,0.21454,0.81715,0.99961,0.99659,0.995,0.97461,0.9998,0.99679,0.995,0.99185,0.20631,0.05309,0.00121,0.14297,0.78337,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,16644.6,0.31063,0.17596,0.02788,0.2124,0.81674,0.99961,0.99658,0.995,0.97466,0.9998,0.99678,0.995,0.99185,0.20601,0.05278,0.00121,0.14279,0.7833,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,16830.6,0.30708,0.17224,0.02801,0.21098,0.81615,0.99961,0.9966,0.995,0.97477,0.9998,0.9968,0.995,0.99185,0.20569,0.05257,0.0012,0.14264,0.78318,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,17016.8,0.309,0.17052,0.0282,0.21093,0.81622,0.99961,0.9966,0.995,0.97572,0.9998,0.9968,0.995,0.99185,0.20531,0.05239,0.00119,0.14249,0.78309,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,17209.5,0.30493,0.16854,0.02743,0.20915,0.81386,0.9998,0.99659,0.995,0.97479,1,0.99678,0.995,0.99185,0.20499,0.05223,0.00118,0.14228,0.78299,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,17395.3,0.2999,0.1644,0.02751,0.20658,0.81375,0.9998,0.99659,0.995,0.97479,1,0.99679,0.995,0.99185,0.20457,0.05205,0.00116,0.14195,0.7829,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,17580.4,0.29953,0.16401,0.02631,0.20544,0.81406,0.9998,0.99661,0.995,0.97578,1,0.99681,0.995,0.99185,0.20427,0.05184,0.00115,0.14187,0.7828,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,17766,0.29968,0.16728,0.02685,0.20566,0.81366,0.9998,0.99662,0.995,0.97579,1,0.99682,0.995,0.99284,0.20393,0.05165,0.00114,0.14163,0.78267,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,17952.8,0.29696,0.16094,0.02649,0.20414,0.814,0.9998,0.99662,0.995,0.97583,1,0.99682,0.995,0.99285,0.20339,0.05137,0.00112,0.14126,0.78253,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,18138.9,0.29394,0.15408,0.02582,0.20203,0.81254,0.9998,0.99661,0.995,0.97589,1,0.9968,0.995,0.99285,0.20313,0.05147,0.00111,0.14114,0.78246,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,18325.5,0.29185,0.15647,0.0266,0.20099,0.812,0.9998,0.99662,0.995,0.97588,1,0.99682,0.995,0.99285,0.20287,0.05129,0.0011,0.14097,0.78233,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,18513.4,0.29187,0.16037,0.02575,0.19938,0.81178,0.9998,0.99663,0.995,0.97592,1,0.99682,0.995,0.99285,0.20242,0.05113,0.00109,0.14052,0.78226,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,18701.6,0.2876,0.15673,0.02627,0.19812,0.81273,0.9998,0.99663,0.995,0.97592,1,0.99683,0.995,0.99285,0.20216,0.05101,0.00108,0.14059,0.78215,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
