epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
21,2004.16,1.49519,7.22406,0.18288,1.04332,1.04872,0.77786,0.85854,0.90718,0.55625,0.7775,0.86345,0.90809,0.46619,1.09323,4.65494,0.05289,0.90304,1.00548,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,2242.39,1.46944,7.1913,0.17767,1.04302,1.04935,0.77934,0.84669,0.89571,0.53034,0.79781,0.87204,0.91105,0.43774,1.05173,4.53077,0.05323,0.95418,0.99331,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,2457.16,1.40725,6.74156,0.17426,1.0223,1.05404,0.77041,0.8565,0.90454,0.53133,0.78913,0.86754,0.91005,0.43183,1.05684,4.60185,0.04993,0.95071,0.99704,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,2657.84,1.39991,6.7237,0.17335,1.00984,1.04233,0.81201,0.85364,0.91228,0.5129,0.82739,0.87792,0.91894,0.38268,1.04571,4.77379,0.05147,0.96807,0.99256,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,2891.9,1.4164,6.83236,0.17007,1.03194,1.04343,0.78917,0.86003,0.91166,0.51726,0.80013,0.88705,0.92185,0.40286,1.05726,4.62691,0.05019,0.94627,0.99009,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,3113.03,1.45927,7.11197,0.16667,1.03571,1.04181,0.75208,0.87694,0.9058,0.55097,0.76681,0.89411,0.91309,0.45109,1.03214,4.38434,0.0457,0.90584,0.98312,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,3347.16,1.44655,7.03292,0.16562,1.037,1.04308,0.75653,0.88542,0.9008,0.57285,0.76212,0.89196,0.90864,0.47366,1.01922,4.32926,0.04381,0.90034,0.98136,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,3546.08,1.45237,7.07071,0.16599,1.03657,1.03655,0.73498,0.90188,0.90057,0.54446,0.73947,0.91292,0.90341,0.43696,1.01502,4.414,0.04059,0.90691,0.97599,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,3746.97,1.4066,6.73829,0.16005,1.01302,1.03536,0.79812,0.8809,0.91002,0.54591,0.81483,0.89534,0.91923,0.44752,0.98703,4.30283,0.04036,0.90059,0.97089,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,3955.03,1.43498,6.92116,0.15705,1.02938,1.02902,0.78775,0.84832,0.90868,0.52884,0.79462,0.86795,0.91567,0.41605,0.99212,4.43968,0.03914,0.92757,0.9758,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,4171.4,1.43426,6.95892,0.16061,1.02085,1.02913,0.73137,0.88716,0.89891,0.56774,0.73627,0.89943,0.9047,0.46918,0.99889,4.277,0.04145,0.88266,0.96964,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,4421.55,1.38116,6.64119,0.15376,1.01087,1.03017,0.76212,0.86713,0.90715,0.54371,0.77973,0.88716,0.92005,0.43478,0.97514,4.26347,0.03928,0.9042,0.97216,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,4663.3,1.3589,6.47412,0.15453,1.00101,1.02975,0.76661,0.87244,0.91155,0.55252,0.77861,0.89861,0.92122,0.43467,0.96376,4.20276,0.03961,0.9025,0.96502,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,4891.13,1.3617,6.46304,0.15379,0.99678,1.03276,0.7921,0.85364,0.91433,0.55242,0.81349,0.85772,0.92389,0.43792,0.95652,4.07841,0.03881,0.89883,0.96173,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,5134.81,1.39069,6.74362,0.15394,1.00363,1.02497,0.77835,0.87286,0.91579,0.56647,0.78923,0.89249,0.92366,0.47138,0.98555,4.23669,0.03729,0.8977,0.9683,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
